url,tagfrom,tagto,organizator,isgood
https://lenta.ru/news/2019/12/17/putin_windows/,157,165,microsoft,True
https://lenta.ru/news/2019/12/17/putin_windows/,1061,1084,administratsiya-prezidenta-rf,True
https://lenta.ru/news/2019/12/17/putin_windows/,1196,1198,tsru,True
https://lenta.ru/news/2019/12/17/lenoblast/,,,,True
https://lenta.ru/news/2019/12/17/mkkk_odkb/,237,246,lenta-ru,True
https://lenta.ru/news/2019/12/17/mkkk_odkb/,339,390,islamskoe-gosudarstvo,True
https://lenta.ru/news/2019/12/17/mkkk_odkb/,617,655,mezhdunarodnyy-komitet-krasnogo-kresta,True
https://lenta.ru/news/2019/12/17/skripal/,18,20,gru,True
https://lenta.ru/news/2019/12/17/skripal/,287,311,eho-moskvy,True
https://lenta.ru/news/2019/12/17/skripal/,1249,1258,bellingcat,True
https://lenta.ru/news/2019/12/17/otzhalsa/,,,,True
https://lenta.ru/news/2019/12/17/pitanie/,1303,1311,minzdrav-rf,True
https://lenta.ru/news/2019/12/17/usa_alina/,,,,True
https://lenta.ru/news/2019/12/17/self_married/,,,,True
https://lenta.ru/news/2019/12/17/ulitsy/,32,45,verhovnaya-rada,True
https://lenta.ru/news/2019/12/17/ulitsy/,1733,1758,mvd,True
https://lenta.ru/news/2019/12/17/internat/,,,,True
https://lenta.ru/news/2019/12/17/programms_vooz/,3,68,vshe,True
https://lenta.ru/news/2019/12/17/msp/,,,,True
https://lenta.ru/news/2019/12/17/junior/,,,,True
https://lenta.ru/news/2019/12/17/admiralnakhimov/,502,510,sevmash,True
https://lenta.ru/news/2019/12/17/razv/,154,156,gru,True
https://lenta.ru/news/2019/12/17/razv/,179,186,genshtab,True
https://lenta.ru/news/2019/12/17/razv/,217,230,bild,True
https://lenta.ru/news/2019/12/17/razv/,803,811,bundestag,True
https://lenta.ru/news/2019/12/17/razv/,1002,1004,mid,True
https://lenta.ru/news/2019/12/17/retailfinance/,1,8,sberbank-rossii,True
https://lenta.ru/news/2019/12/17/tunberg/,165,180,ren-tv,True
https://lenta.ru/news/2019/12/17/tunberg/,886,888,oon,True
https://lenta.ru/news/2019/12/17/hoi/,143,157,bloknot-ru,True
https://lenta.ru/news/2019/12/17/ploho/,174,195,minekonomrazvitiya,True
https://lenta.ru/news/2019/12/17/ploho/,261,264,bild,True
https://lenta.ru/news/2019/12/17/golyman/,145,165,moskovskiy-komsomolets,True
https://lenta.ru/news/2019/12/17/golyman/,413,416,tsska,True
https://lenta.ru/news/2019/12/17/meteor/,,,,True
https://lenta.ru/news/2019/12/17/gifts/,149,168,komsomolskaya-pravda,True
https://lenta.ru/news/2019/12/17/veshchi/,182,184,rzhd,True
https://lenta.ru/news/2019/12/17/sbornayanadeliapl/,366,382,manchester-yunayted,True
https://lenta.ru/news/2019/12/17/pamagiti/,246,269,genprokuratura-rf,True
https://lenta.ru/news/2019/12/17/whatsapp/,,,,True
https://lenta.ru/news/2019/12/17/teatr_russia/,,,,True
https://lenta.ru/news/2019/12/17/skeleton/,,,,True
https://lenta.ru/news/2019/12/17/why/,129,139,rbk-ukraina,True
https://lenta.ru/news/2019/12/17/why/,532,559,mvd,True
https://lenta.ru/news/2019/12/17/air/,105,113,ia-regnum,True
https://lenta.ru/news/2019/12/17/air/,303,312,rosaviatsiya,True
https://lenta.ru/news/2019/12/17/trud/,,,,True
https://lenta.ru/news/2019/12/17/new_fooball/,337,365,rfs,True
https://lenta.ru/news/2019/12/17/new_fooball/,575,595,zenit,True
https://lenta.ru/news/2019/12/17/new_fooball/,699,709,lokomotiv,True
https://lenta.ru/news/2019/12/17/new_fooball/,783,786,tsska,True
https://lenta.ru/news/2019/12/17/new_fooball/,897,935,uefa,True
https://lenta.ru/news/2019/12/17/fig_nya/,,,,True
https://lenta.ru/news/2019/12/17/russian_tourists/,466,472,sovet-federatsii,True
https://lenta.ru/news/2019/12/17/russian_tourists/,534,540,mintrud,True
https://lenta.ru/news/2019/12/17/russian_tourists/,543,559,minekonomrazvitiya,True
https://lenta.ru/news/2019/12/17/dead/,179,195,ukrainskaya-pravda,True
https://lenta.ru/news/2019/12/17/dead/,836,861,mvd,True
https://lenta.ru/news/2019/12/17/dead/,914,927,verhovnaya-rada,True
https://lenta.ru/news/2019/12/17/padalka/,752,780,tsentr-podgotovki-kosmonavtov,True
https://lenta.ru/news/2019/12/17/bmw/,,,,True
https://lenta.ru/news/2019/12/17/golod/,9,22,verhovnaya-rada,True
https://lenta.ru/news/2019/12/17/shooting/,,,,True
https://lenta.ru/news/2019/12/17/nafta/,24,45,verhovnaya-rada,True
https://lenta.ru/news/2019/12/17/nafta/,69,78,naftogaz,True
https://lenta.ru/news/2019/12/17/nafta/,1433,1441,gazprom,True
https://lenta.ru/news/2019/12/17/huawei/,86,89,at-t,True
https://lenta.ru/news/2019/12/17/huawei/,93,99,verizon,True
https://lenta.ru/news/2019/12/17/huawei/,168,182,financial-times,True
https://lenta.ru/news/2019/12/17/huawei/,231,244,gosdep-ssha,True
https://lenta.ru/news/2019/12/17/mops/,,,,True
https://lenta.ru/news/2019/12/17/syd/,123,136,verhovnaya-rada,True
https://lenta.ru/news/2019/12/17/pilot/,1161,1162,ak-s7,True
https://lenta.ru/news/2019/12/17/fire/,,,,True
https://lenta.ru/news/2019/12/17/worst/,,,,True
https://lenta.ru/news/2019/12/17/nurmatov/,,,,True
https://lenta.ru/news/2019/12/17/sanktsii/,1,9,senat-ssha,True
https://lenta.ru/news/2019/12/17/carcolor/,,,,True
https://lenta.ru/news/2019/12/17/oreshkin/,7,30,minekonomrazvitiya,True
https://lenta.ru/news/2019/12/17/oreshkin/,240,246,sovet-federatsii,True
https://lenta.ru/news/2019/12/17/usloviya/,40,48,es,True
https://lenta.ru/news/2019/12/17/usloviya/,391,405,verhovnaya-rada,True
https://lenta.ru/news/2019/12/17/usloviya/,429,439,naftogaz,True
https://lenta.ru/news/2019/12/17/manafort/,105,107,telekanal-avs,True
https://lenta.ru/news/2019/12/17/charlize/,,,,True
https://lenta.ru/news/2019/12/17/zelensk/,68,81,verhovnaya-rada,True
https://lenta.ru/news/2019/12/17/zelensk/,89,116,mvd,True
https://lenta.ru/news/2019/12/17/tiktok/,,,,True
https://lenta.ru/news/2019/12/17/finans/,131,143,kongress-ssha,True
https://lenta.ru/news/2019/12/17/gikia/,10,23,sbornaya-rossii,True
https://lenta.ru/news/2019/12/17/gikia/,27,48,spartak,True
https://lenta.ru/news/2019/12/17/gikia/,212,247,vsemirnoe-antidopingovoe-agentstvo,True
https://lenta.ru/news/2019/12/17/zakharova/,27,36,mid,True
https://lenta.ru/news/2019/12/17/zakharova/,112,125,verhovnaya-rada,True
https://lenta.ru/news/2019/12/17/zakharova/,304,305,es,True
https://lenta.ru/news/2019/12/17/putin_makron/,584,613,press-sluzhba-administratsii-prezidenta-rf,True
https://lenta.ru/news/2019/12/17/urgaant/,,,,True
https://lenta.ru/news/2019/12/17/kobolev/,525,546,pravitelstvo-ukrainy,True
https://lenta.ru/news/2019/12/17/kobolev/,892,902,naftogaz,True
https://lenta.ru/news/2019/12/17/udar/,,,,True
https://lenta.ru/news/2019/12/18/sarmat/,967,993,zhurnal-arsenal-otechestva,True
https://lenta.ru/news/2019/12/18/sanc/,3,9,gosduma,True
https://lenta.ru/news/2019/12/18/sanc/,107,145,komitet-gosdumy-po-mezhdunarodnym-delam,True
https://lenta.ru/news/2019/12/18/sanc/,535,543,es,True
https://lenta.ru/news/2019/12/18/sanc/,594,602,senat-ssha,True
https://lenta.ru/news/2019/12/18/genshtab/,7,47,genshtab,True
https://lenta.ru/news/2019/12/18/genshtab/,858,861,nato,True
https://lenta.ru/news/2019/12/18/bermann/,141,160,gazeta-kommersant,True
https://lenta.ru/news/2019/12/18/bermann/,687,695,es,True
https://lenta.ru/news/2019/12/18/ultimatum/,280,282,rbk,True
https://lenta.ru/news/2019/12/18/ultimatum/,388,402,gazprom-media,True
https://lenta.ru/news/2019/12/18/ultimatum/,641,646,ren-tv,True
https://lenta.ru/news/2019/12/18/ultimatum/,689,691,ntv,True
https://lenta.ru/news/2019/12/18/ultimatum/,764,775,vympelkom,True
https://lenta.ru/news/2019/12/18/manik/,,,,True
https://lenta.ru/news/2019/12/18/shitaut/,1,49,vtsiom,True
https://lenta.ru/news/2019/12/18/war/,1,39,genshtab,True
https://lenta.ru/news/2019/12/18/war/,60,63,nato,True
https://lenta.ru/news/2019/12/18/tolmachevo/,96,122,minoborony-rossii,True
https://lenta.ru/news/2019/12/18/tolmachevo/,418,426,mintrans-rf,True
https://lenta.ru/news/2019/12/18/tolmachevo/,804,816,kommersant,True
https://lenta.ru/news/2019/12/18/lavr/,111,114,nato,True
https://lenta.ru/news/2019/12/18/lavr/,176,193,rossiyskaya-gazeta,True
https://lenta.ru/news/2019/12/18/lavr/,270,279,es,True
https://lenta.ru/news/2019/12/18/lavr/,415,417,mid,True
https://lenta.ru/news/2019/12/18/nechestno/,651,654,nato,True
https://lenta.ru/news/2019/12/18/nechestno/,673,674,es,True
https://lenta.ru/news/2019/12/18/nechestno/,831,833,mid,True
https://lenta.ru/news/2019/12/18/nechestno/,1088,1096,senat-ssha,True
https://lenta.ru/news/2019/12/18/costume/,,,,True
https://lenta.ru/news/2019/12/18/moped/,,,,True
https://lenta.ru/news/2019/12/18/poterya/,283,286,fsin,True
https://lenta.ru/news/2019/12/18/slezhka/,,,,True
https://lenta.ru/news/2019/12/18/gazprom/,1,9,gazprom,True
https://lenta.ru/news/2019/12/18/blood/,,,,True
https://lenta.ru/news/2019/12/18/palladium/,167,175,bloomberg,True
https://lenta.ru/news/2019/12/18/sevastopol/,187,200,verhovnaya-rada,True
https://lenta.ru/news/2019/12/18/sevastopol/,897,905,es,True
https://lenta.ru/news/2019/12/18/chewing/,,,,True
https://lenta.ru/news/2019/12/18/rugatelstvo/,15,28,gtrk-sahalin,True
https://lenta.ru/news/2019/12/18/fsin/,25,63,fsin,True
https://lenta.ru/news/2019/12/18/zakarin2/,103,137,vsemirnoe-antidopingovoe-agentstvo,True
https://lenta.ru/news/2019/12/18/zakarin2/,807,816,lenta-ru,True
https://lenta.ru/news/2019/12/18/relax/,,,,True
https://lenta.ru/news/2019/12/18/breast/,,,,True
https://lenta.ru/news/2019/12/18/zaderzhanie/,,,,True
https://lenta.ru/news/2019/12/18/button/,,,,True
https://lenta.ru/news/2019/12/18/sanctionsss/,167,175,bloomberg,True
https://lenta.ru/news/2019/12/18/sanctionsss/,469,481,kongress-ssha,True
https://lenta.ru/news/2019/12/18/sanctionsss/,761,769,senat-ssha,True
https://lenta.ru/news/2019/12/18/mj_pens/,299,308,lenta-ru,True
https://lenta.ru/news/2019/12/18/manevr/,,,,True
https://lenta.ru/news/2019/12/18/samuelson/,,,,True
https://lenta.ru/news/2019/12/18/maslo_sliv/,202,211,lenta-ru,True
https://lenta.ru/news/2019/12/18/message/,,,,True
https://lenta.ru/news/2019/12/18/sosed/,76,80,vtsiom,True
https://lenta.ru/news/2019/12/18/data/,83,104,demokraticheskaya-partiya-ssha,True
https://lenta.ru/news/2019/12/18/data/,686,698,kongress-ssha,True
https://lenta.ru/news/2019/12/18/flowers_of_our_life/,755,757,mvd,True
https://lenta.ru/news/2019/12/18/status/,1308,1316,es,True
https://lenta.ru/news/2019/12/18/proverka/,151,179,skr,True
https://lenta.ru/news/2019/12/18/proverka/,256,260,fsin,True
https://lenta.ru/news/2019/12/18/us_gas/,203,212,bundestag,True
https://lenta.ru/news/2019/12/18/us_gas/,1311,1322,naftogaz,True
https://lenta.ru/news/2019/12/18/like_a_dream/,,,,True
https://lenta.ru/news/2019/12/18/pomosh/,11,27,mezhdunarodnyy-aeroport-vnukovo,True
https://lenta.ru/news/2019/12/18/pomosh/,249,251,oon,True
https://lenta.ru/news/2019/12/18/pomosh/,361,368,lenta-ru,True
https://lenta.ru/news/2019/12/18/pomosh/,397,401,proon,True
https://lenta.ru/news/2019/12/18/s22/,324,333,suhoy,True
https://lenta.ru/news/2019/12/18/s22/,739,747,aviatsionno-kosmicheskiy-salon-maks,True
https://lenta.ru/news/2019/12/18/s22/,835,838,nato,True
https://lenta.ru/news/2019/12/18/future/,275,292,agn-moskva,True
https://lenta.ru/news/2019/12/18/future/,829,835,rosatom,True
https://lenta.ru/news/2019/12/18/veganka/,,,,True
https://lenta.ru/news/2019/12/18/russians_choice/,,,,True
https://lenta.ru/news/2019/12/18/kovi/,,,,True
https://lenta.ru/news/2019/12/18/ato/,7,33,sbu,True
https://lenta.ru/news/2019/12/18/ato/,194,212,interfaks,True
https://lenta.ru/news/2019/12/18/lv_housing/,,,,True
https://lenta.ru/news/2019/12/18/no_harm/,1130,1139,ministerstvo-oborony,True
https://lenta.ru/news/2019/12/18/no_harm/,1259,1268,lenta-ru,True
https://lenta.ru/news/2019/12/18/exploits/,,,,True
https://lenta.ru/news/2019/12/18/babies/,,,,True
https://lenta.ru/news/2019/12/18/rostov/,699,704,ren-tv,True
https://lenta.ru/news/2019/12/18/zavorotnyuk/,,,,True
https://lenta.ru/news/2019/12/18/journalist/,919,922,gosduma,True
https://lenta.ru/news/2019/12/18/sno/,81,83,tsru,True
https://lenta.ru/news/2019/12/18/sno/,98,132,anb,True
https://lenta.ru/news/2019/12/18/sno/,214,222,bloomberg,True
https://lenta.ru/news/2019/12/18/sno/,552,557,minyust-rf,True
https://lenta.ru/news/2019/12/18/pushkov/,1193,1201,es,True
https://lenta.ru/news/2019/12/18/ad/,1,9,microsoft,True
https://lenta.ru/news/2019/12/18/ohrana/,547,549,sbu,True
https://lenta.ru/news/2019/12/18/ohrana/,921,949,mezhdunarodnyy-valyutnyy-fond,True
https://lenta.ru/news/2019/12/18/ohrana/,1360,1373,verhovnaya-rada,True
https://lenta.ru/news/2019/12/17/hembrow/,,,,True
https://lenta.ru/news/2019/12/18/medvedeva/,,,,True
https://lenta.ru/news/2019/12/18/saved/,,,,True
https://lenta.ru/news/2019/12/18/breakthrough/,154,162,bloomberg,True
https://lenta.ru/news/2019/12/18/breakthrough/,920,938,renessans-kapital,True
https://lenta.ru/news/2019/12/18/breakthrough/,1678,1688,tsentralnyy-bank-rossii,True
https://lenta.ru/news/2019/12/18/breakthrough/,1896,1906,nordea-bank,True
https://lenta.ru/news/2019/12/18/breakthrough/,1943,1956,vsemirnyy-bank,True
https://lenta.ru/news/2019/12/18/cat/,,,,True
https://lenta.ru/news/2019/12/18/dolgzok/,26,30,gibdd,True
https://lenta.ru/news/2019/12/18/dolgzok/,224,261,assotsiatsiya-turoperatorov-rossii,True
https://lenta.ru/news/2019/12/18/dolgzok/,1545,1561,gazeta-izvestiya,True
https://lenta.ru/news/2019/12/18/ograblenie/,,,,True
https://lenta.ru/news/2019/12/18/sheremet/,501,507,mvd,True
https://lenta.ru/news/2019/12/18/guz/,236,245,lenta-ru,True
https://lenta.ru/news/2019/12/18/guz/,259,284,mvd,True
https://lenta.ru/news/2019/12/18/guz/,360,362,fsb,True
https://lenta.ru/news/2019/12/18/guz/,377,405,skr,True
https://lenta.ru/news/2019/12/18/guz/,876,884,es,True
https://lenta.ru/news/2019/12/18/guz/,1123,1128,ren-tv,True
https://lenta.ru/news/2019/12/18/guz/,1147,1152,forbes,True
https://lenta.ru/news/2019/12/18/helplessness/,162,177,sovet-federatsii,True
https://lenta.ru/news/2019/12/18/helplessness/,602,629,administratsiya-ssha,True
https://lenta.ru/news/2019/12/18/helplessness/,750,758,senat-ssha,True
https://lenta.ru/news/2019/12/18/vintagecrocodile/,,,,True
https://lenta.ru/news/2019/12/18/renovation_condos/,,,,True
https://lenta.ru/news/2019/12/18/yandex/,11,27,yandeks,True
https://lenta.ru/news/2019/12/18/yandex/,151,160,lenta-ru,True
https://lenta.ru/news/2019/12/18/yandex/,789,799,aeroport-sheremetievo,True
https://lenta.ru/news/2019/12/18/yandex/,882,896,google,True
https://lenta.ru/news/2019/12/18/su57/,154,161,genshtab,True
https://lenta.ru/news/2019/12/18/su57/,483,500,tk-zvezda,True
https://lenta.ru/news/2019/12/18/su57/,606,615,ministerstvo-oborony,True
https://lenta.ru/news/2019/12/18/haa/,,,,True
https://lenta.ru/news/2019/12/18/mvd_nark/,132,134,mvd,True
https://lenta.ru/news/2019/12/18/mvd_nark/,281,290,lenta-ru,True
https://lenta.ru/news/2019/12/18/mvd_nark/,906,934,skr,True
https://lenta.ru/news/2019/12/18/ukrnafta/,,,,True
https://lenta.ru/news/2019/12/18/sevas/,598,611,verhovnaya-rada,True
https://lenta.ru/news/2019/12/18/sevas/,1384,1392,es,True
https://lenta.ru/news/2019/12/18/svech/,911,923,mcdonald-s,True
https://lenta.ru/news/2019/12/18/closed/,12,21,rosgvardiya,True
https://lenta.ru/news/2019/12/18/zrpl/,,,,True
https://lenta.ru/news/2019/12/18/biomassa/,,,,True
https://lenta.ru/news/2019/12/18/msp/,456,481,genprokuratura-rf,True
https://lenta.ru/news/2019/12/18/msp/,2168,2191,pravitelstvo-moskvy,True
https://lenta.ru/news/2019/12/18/little_fire/,183,185,mchs,True
https://lenta.ru/news/2019/12/18/udar/,496,542,skr,True
https://lenta.ru/news/2019/12/18/iq/,,,,True
https://lenta.ru/news/2019/12/18/mistakes/,,,,True
https://lenta.ru/news/2019/12/18/mikhailov/,,,,True
https://lenta.ru/news/2019/12/18/sanct/,254,262,bloomberg,True
https://lenta.ru/news/2019/12/18/sanct/,347,356,senat-ssha,True
https://lenta.ru/news/2019/12/18/sanct/,1024,1049,respublikanskaya-partiya-ssha,True
https://lenta.ru/news/2019/12/18/giftgift/,125,129,apple,True
https://lenta.ru/news/2019/12/18/giftgift/,1305,1316,zhurnal-time,True
https://lenta.ru/news/2019/12/18/forum/,88,173,ranhigs,True
https://lenta.ru/news/2019/12/18/forum/,600,615,vsemirnyy-bank,True
https://lenta.ru/news/2019/12/18/forum/,619,670,oesr,True
https://lenta.ru/news/2019/12/18/invasion/,67,123,islamskoe-gosudarstvo,True
https://lenta.ru/news/2019/12/18/invasion/,214,235,sovet-bezopasnosti-rf,True
https://lenta.ru/news/2019/12/18/gazzaev/,35,41,gosduma,True
https://lenta.ru/news/2019/12/18/gazzaev/,127,160,vsemirnoe-antidopingovoe-agentstvo,True
https://lenta.ru/news/2019/12/18/fns/,14,41,federalnaya-nalogovaya-sluzhba,True
https://lenta.ru/news/2019/12/18/fns/,167,170,oesr,True
https://lenta.ru/news/2019/12/18/fns/,2238,2245,yandeks,True
https://lenta.ru/news/2019/12/18/letter/,510,536,mvd,True
https://lenta.ru/news/2019/12/18/pasport/,,,,True
https://lenta.ru/news/2019/12/18/chinese_spb/,,,,True
https://lenta.ru/news/2019/12/18/hooligan/,,,,True
https://lenta.ru/news/2019/12/18/scandal/,230,247,agn-moskva,True
https://lenta.ru/news/2019/12/18/scandal/,1068,1077,rosgvardiya,True
https://lenta.ru/news/2019/12/18/forthat/,192,209,fox-news,True
https://lenta.ru/news/2019/12/18/forthat/,828,840,kongress-ssha,True
https://lenta.ru/news/2019/12/18/forthat/,881,902,demokraticheskaya-partiya-ssha,True
https://lenta.ru/news/2019/12/18/taxi/,105,111,gosduma,True
https://lenta.ru/news/2019/12/18/taxi/,367,376,lenta-ru,True
https://lenta.ru/news/2019/12/18/nagrada/,451,459,sports-ru,True
https://lenta.ru/news/2019/12/18/nagrada/,667,702,vsemirnoe-antidopingovoe-agentstvo,True
https://lenta.ru/news/2019/12/18/cruise/,,,,True
https://lenta.ru/news/2019/12/18/stalin/,,,,True
https://lenta.ru/news/2019/12/18/ne_vinoven/,243,253,ria-novosti,True
https://lenta.ru/news/2019/12/18/ne_vinoven/,1167,1188,skr,True
https://lenta.ru/news/2019/12/18/konflikt/,43,50,genshtab,True
https://lenta.ru/news/2019/12/18/konflikt/,84,87,nato,True
https://lenta.ru/news/2019/12/18/takoy_balet/,,,,True
https://lenta.ru/news/2019/12/18/s400/,,,,True
https://lenta.ru/news/2019/12/18/sect/,261,266,66-ru-ekaterinburg,True
https://lenta.ru/news/2019/12/18/ozdoev/,11,33,zenit,True
https://lenta.ru/news/2019/12/18/ozdoev/,120,134,chempionat-com,True
https://lenta.ru/news/2019/12/18/ozdoev/,474,487,sbornaya-rossii,True
https://lenta.ru/news/2019/12/18/ozdoev/,915,940,rfs,True
https://lenta.ru/news/2019/12/18/ozdoev/,1155,1158,fsin,True
https://lenta.ru/news/2019/12/18/med/,1,7,gosduma,True
https://lenta.ru/news/2019/12/18/med/,914,922,rosbalt,True
https://lenta.ru/news/2019/12/18/podstanzii/,1,7,rosseti,True
https://lenta.ru/news/2019/12/18/podstanzii/,9,15,fsk-ees,True
https://lenta.ru/news/2019/12/18/insta_telochka/,,,,True
https://lenta.ru/news/2019/12/18/hedgehogs/,,,,True
https://lenta.ru/news/2019/12/18/on_fire/,70,92,fsin,True
https://lenta.ru/news/2019/12/18/otvet/,619,627,senat-ssha,True
https://lenta.ru/news/2019/12/18/otvet/,787,793,gosduma,True
https://lenta.ru/news/2019/12/18/otvet/,902,903,es,True
https://lenta.ru/news/2019/12/18/coal/,3,27,evraz,True
https://lenta.ru/news/2019/12/18/coal/,347,349,rzhd,True
https://lenta.ru/news/2019/12/18/coal/,1671,1687,minekonomrazvitiya,True
https://lenta.ru/news/2019/12/18/gorky/,513,537,mvd,True
https://lenta.ru/news/2019/12/18/help/,280,282,rbk,True
https://lenta.ru/news/2019/12/18/help/,658,660,oon,True
https://lenta.ru/news/2019/12/18/help/,907,913,gosduma,True
https://lenta.ru/news/2019/12/18/help/,1579,1588,ministerstvo-oborony,True
https://lenta.ru/news/2019/12/18/salisbury/,420,422,gru,True
https://lenta.ru/news/2019/12/18/soloviev/,256,263,delovaya-gazeta-vzglyad,True
https://lenta.ru/news/2019/12/18/nosleep/,185,194,lenta-ru,True
https://lenta.ru/news/2019/12/18/otec/,,,,True
https://lenta.ru/news/2019/12/18/zapret/,224,230,gosduma,True
https://lenta.ru/news/2019/12/18/zapret/,692,719,mid,True
https://lenta.ru/news/2019/12/18/rosseti/,1,25,rosseti,True
https://lenta.ru/news/2019/12/18/rosseti/,403,412,lenta-ru,True
https://lenta.ru/news/2019/12/18/red_square/,359,384,mvd,True
https://lenta.ru/news/2019/12/18/amnesia/,,,,True
https://lenta.ru/news/2019/12/18/isk/,1,16,rambler,True
https://lenta.ru/news/2019/12/18/isk/,316,325,lenta-ru,True
https://lenta.ru/news/2019/12/18/am_zhe/,204,213,lenta-ru,True
https://lenta.ru/news/2019/12/18/am_zhe/,1543,1549,gosduma,True
https://lenta.ru/news/2019/12/18/invest_like_russia/,234,263,mezhdunarodnyy-valyutnyy-fond,True
https://lenta.ru/news/2019/12/18/invest_like_russia/,1057,1070,vsemirnyy-bank,True
https://lenta.ru/news/2019/12/18/mdvd/,186,195,lenta-ru,True
https://lenta.ru/news/2019/12/18/cards/,156,171,uk-zarechnaya,True
https://lenta.ru/news/2019/12/18/progress/,,,,True
https://lenta.ru/news/2019/12/18/plag/,66,79,verhovnaya-rada,True
https://lenta.ru/news/2019/12/18/plag/,720,740,minfin,True
https://lenta.ru/news/2019/12/18/sshanameste/,682,707,rabochaya-partiya-kurdistana,True
https://lenta.ru/news/2019/12/18/sshanameste/,796,831,islamskoe-gosudarstvo,True
https://lenta.ru/news/2019/12/18/kalmyk_terr/,1,27,skr,True
https://lenta.ru/news/2019/12/18/kalmyk_terr/,162,171,lenta-ru,True
https://lenta.ru/news/2019/12/18/kalmyk_terr/,192,217,mvd,True
https://lenta.ru/news/2019/12/18/kalmyk_terr/,296,317,fsin,True
https://lenta.ru/news/2019/12/18/kalmyk_terr/,2069,2113,hizb-ut-tahrir,True
https://lenta.ru/news/2019/12/18/itogi/,694,696,skr,True
https://lenta.ru/news/2019/12/18/itogi/,700,702,fsb,True
https://lenta.ru/news/2019/12/18/itogi/,704,713,lenta-ru,True
https://lenta.ru/news/2019/12/18/itogi/,776,781,forbes,True
https://lenta.ru/news/2019/12/18/druzhba/,926,934,minenergo,True
https://lenta.ru/news/2019/12/18/druzhba/,938,949,transneft,True
https://lenta.ru/news/2019/12/18/druzhba/,1005,1006,es,True
https://lenta.ru/news/2019/12/18/druzhba/,1987,1996,pao-himprom,True
https://lenta.ru/news/2019/12/18/500mlrd/,,,,True
https://lenta.ru/news/2019/12/18/bionic_cat/,122,131,bbc-news,True
https://lenta.ru/news/2019/12/18/happyny/,194,203,lenta-ru,True
https://lenta.ru/news/2019/12/18/gums/,,,,True
https://lenta.ru/news/2019/12/18/nehvatka/,844,852,minzdrav-rf,True
https://lenta.ru/news/2019/12/18/slozhnaaa/,,,,True
https://lenta.ru/news/2019/12/18/sahalin/,665,685,fsin,True
https://lenta.ru/news/2019/12/18/sahalin/,729,754,mvd,True
https://lenta.ru/news/2019/12/18/koklyaev/,,,,True
https://lenta.ru/news/2019/12/18/traktor/,1,20,pravitelstvo-rf,True
https://lenta.ru/news/2019/12/18/wildberries/,364,379,google,True
https://lenta.ru/news/2019/12/18/pakda/,1107,1115,tupolev,True
https://lenta.ru/news/2019/12/18/malenkaya_strana/,138,149,id-sobesednik,True
https://lenta.ru/news/2019/12/18/ring/,,,,True
https://lenta.ru/news/2019/12/18/effect_massy/,,,,True
https://lenta.ru/news/2019/12/18/radioactive/,205,207,cnn,True
https://lenta.ru/news/2019/12/18/alimov/,,,,True
https://lenta.ru/news/2019/12/18/kalmik2/,167,195,skr,True
https://lenta.ru/news/2019/12/18/kalmik2/,220,222,fsb,True
https://lenta.ru/news/2019/12/18/kalmik2/,757,784,mvd,True
https://lenta.ru/news/2019/12/18/na_granice/,461,486,mvd,True
https://lenta.ru/news/2019/12/18/deputat/,1,22,verhovnaya-rada,True
https://lenta.ru/news/2019/12/18/deputat/,207,223,ukrainskaya-pravda,True
https://lenta.ru/news/2019/12/18/ne_jertva/,,,,True
https://lenta.ru/news/2019/12/18/chto_po_gadjetam/,265,290,fond-obschestvennoe-mnenie,True
https://lenta.ru/news/2019/12/18/show/,,,,True
https://lenta.ru/news/2019/12/18/trash_fire/,10,16,gosduma,True
https://lenta.ru/news/2019/12/18/trash_fire/,766,775,minprirody,True
https://lenta.ru/news/2019/12/18/rom_ukr/,756,767,naftogaz,True
https://lenta.ru/news/2019/12/18/rom_ukr/,771,781,gazprom,True
https://lenta.ru/news/2019/12/18/tree/,217,221,riamo,True
https://lenta.ru/news/2019/12/18/tamb/,,,,True
https://lenta.ru/news/2019/12/18/postavili/,1506,1508,mid,True
https://lenta.ru/news/2019/12/18/deboshi/,,,,True
https://lenta.ru/news/2019/12/18/dag/,,,,True
https://lenta.ru/news/2019/12/18/dontthinkso/,314,316,mid,True
https://lenta.ru/news/2019/12/18/dontthinkso/,486,498,kongress-ssha,True
https://lenta.ru/news/2019/12/18/cultural_marathon/,191,207,yandeks,True
https://lenta.ru/news/2019/12/18/kolliziya/,100,121,pravitelstvo-ukrainy,True
https://lenta.ru/news/2019/12/18/kolliziya/,756,758,mid,True
https://lenta.ru/news/2019/12/18/kolliziya/,817,823,gosduma,True
https://lenta.ru/news/2019/12/18/podderzhali/,149,155,sovet-federatsii,True
https://lenta.ru/news/2019/12/18/hrvatska/,,,,True
https://lenta.ru/news/2019/12/18/lostfilm/,1,12,roskomnadzor,True
https://lenta.ru/news/2019/12/18/lostfilm/,264,273,mosgorsud,True
https://lenta.ru/news/2019/12/18/foto/,12,14,fsb,True
https://lenta.ru/news/2019/12/18/foto/,767,776,lenta-ru,True
https://lenta.ru/news/2019/12/18/foto/,789,814,mvd,True
https://lenta.ru/news/2019/12/18/foto/,987,995,es,True
https://lenta.ru/news/2019/12/18/foto/,1170,1175,forbes,True
https://lenta.ru/news/2019/12/18/guts/,840,842,rbk,True
https://lenta.ru/news/2019/12/18/guts/,1313,1332,russneft,True
